filename,embedding_index
cea30766-3510-44c1-856c-1b6667520292.jpg,0
e7981e8a-10b1-4269-b116-6b5df8dd11dc.jpg,1
b5933b7a-2471-471a-b45c-d88e6ba8ce58.jpg,2
92cbd2ef-ad65-441a-873f-a82d4b52eb7a.jpg,3
793d5698-5762-4094-a7b2-a88442d2b5c0.jpg,4
9832d210-c1d6-49b5-b8bd-2d8365d295fd.jpg,5
b6701e4e-97dc-4517-ad52-e0cc27004fb9.jpg,6
5a83bbbd-10ee-483b-a61d-02d2136eb4aa.jpg,7
23bec1a5-ef4d-432e-b849-9a42846da869.jpg,8
a792d771-36cd-49f3-9961-16fabd8ef097.jpg,9
601fd437-2c2a-4067-bc68-ff5a8ba68fa1.jpg,10
c9d252c7-5a20-4676-b479-5d04324808af.jpg,11
a396a17b-8a3f-4389-8211-273dafe830c3.jpg,12
664d5960-c964-4ae2-88a4-b954a1aa373e.jpg,13
6eedb6e7-f64e-49dd-9fbb-1ee4ffc65a43.jpg,14
6a4c856b-eb07-4ce3-ac19-99c38d29e9ac.jpg,15
c60092d2-8645-422f-9a5f-547b0b5d0bf7.jpg,16
65ba43b5-8033-4f58-a08b-c47ce19bcb25.jpg,17
09a01872-22de-437e-b6f8-b0750e94c94d.jpg,18
0a8a3580-35d7-4813-9b6f-7a436f7cce0f.jpg,19
458ee41f-7800-4619-b6eb-ed8471627336.jpg,20
a21f71be-030a-4065-b7da-0f140cbb2698.jpg,21
a54d3464-64b7-45eb-b1e0-e279e408b7d8.jpg,22
6f8f7566-bbc9-4754-a78c-bb259af9d67f.jpg,23
07d37d67-05fd-4cfe-b5bf-5a5fc2bea196.jpg,24
02459f65-25b4-4fb8-a6aa-9cfa3dd219a6.jpg,25
c4da9bd7-5c5d-413a-ae9a-db19b925cea5.jpg,26
39030fd4-da24-4bf8-be9b-e5663f3c8b93.jpg,27
8b8e9440-00f9-40b9-a128-bebb94bfa5ea.jpg,28
fac8efa8-12d9-4a98-921b-86796202f6da.jpg,29
4a2064a7-b724-4dfe-8d9a-8657d2227499.jpg,30
53d4faec-ccdc-41fb-a5d5-ecc725d6a218.jpg,31
23b083a7-67df-411f-a39d-0a6705940fc8.jpg,32
042734ac-a3ef-4aaa-b1f2-0c0c7cc3d3f4.jpg,33
5f87bf37-9f96-4b8e-9064-401420c73430.jpg,34
0bb807fe-2068-4924-b2b0-8439d5c197d2.jpg,35
ef8fbf9d-bb9f-436a-aa06-dd9c850ca928.jpg,36
8a3c2d2d-ac24-461d-b13d-1fa848becd96.jpg,37
1352175a-2c47-45ca-b579-1bf0ac58c080.jpg,38
a4a31c44-0185-4cdc-9241-4d2597af5251.jpg,39
a39842f4-f0ce-44f1-9311-8d8dc867d52e.jpg,40
b28b69e8-ff26-43a7-97d5-f5e41f9cba58.jpg,41
85f9ec7a-f5d7-4a38-a926-397eae9186be.jpg,42
747d5214-32fe-457f-9869-e2258e238de0.jpg,43
a93fe2a9-bfb2-4470-9649-17cf63c59ac9.jpg,44
d8209882-d3fe-431d-9b3f-7e6ab2e37f7a.jpg,45
3a4303d1-d985-412c-8e74-a03ed02b25c9.jpg,46
23b13a85-3cb5-4a97-ae05-50eb82e8ccce.jpg,47
f2bc79d7-eb09-427e-a60c-e46f57384db5.jpg,48
c8bc69a0-84ec-4e61-9115-449914f889d0.jpg,49
1aee4e4e-3413-453e-94e9-e708f8de8765.jpg,50
f7fd31cd-7c41-4cf1-a046-5a67de431713.jpg,51
e88fa732-5902-45d8-904c-273545264d40.jpg,52
b57b37cf-2b55-4f30-9364-81920ca96f3b.jpg,53
d1b61781-09a6-4dcf-9f41-097895158396.jpg,54
7b917870-af87-4cb4-8f63-8a993294d6c6.jpg,55
fc07c566-aadb-4f2a-b9fb-d75949c54fcd.jpg,56
f2085234-3d0c-4d96-b40b-f722cbcabaa6.jpg,57
6e9dc8de-adcc-47ff-9710-8f46c04281f5.jpg,58
40a0d0ff-266c-48c9-9f4b-01e2be646261.jpg,59
488799b1-821f-4d47-9c65-fd756e96ead6.jpg,60
46ea6f87-dd87-48a6-a808-aea1357e5f77.jpg,61
41f854c4-d813-4a7b-b6c4-0aa4ac8045c5.jpg,62
8386ff29-de48-43eb-a50b-bc9c349cac3c.jpg,63
d673783d-4ba4-418c-b386-ab3e187e86fa.jpg,64
137132a2-15e7-4171-8e06-3e61cfde7a54.jpg,65
a2396f86-9cf1-49d7-9437-47aee6d7c091.jpg,66
a27784e2-8feb-433d-892d-70ff57ce3b62.jpg,67
22bdba4a-8e35-4a64-a2ae-b80a7747143f.jpg,68
f532960a-60c1-429e-94b0-b2066449e85a.jpg,69
4289136c-5a07-4c48-8ea6-8961bd63a086.jpg,70
a78655c6-3646-4cdf-b142-d2d17885410e.jpg,71
c483bafb-bd6c-4f43-ae09-67f4b3feaab3.jpg,72
26f7a9fe-e56b-4791-b289-e33014c295fb.jpg,73
92d2059a-f5a2-4574-ae06-6491c9d6c5f3.jpg,74
14b91716-4745-4901-ad59-f8e76ee23af8.jpg,75
400fcfcb-4d2d-4545-bd22-62a4fa32fda8.jpg,76
d9b860a4-8bd0-4fc6-8553-109c2ef9ba70.jpg,77
00ffc442-2e19-4b2d-a2db-e6905cd72186.jpg,78
1650a881-32d6-41fb-862a-f1953e142bbb.jpg,79
08dbab23-2565-4288-b684-6505146df9fd.jpg,80
6f694536-5ee5-444b-bbaf-9d0dd8dc06e0.jpg,81
73c2de4a-9069-4c4a-a9d5-7db92e9c14c6.jpg,82
1b344242-ec9f-43de-93da-0455d299a0fe.jpg,83
4e1b818d-63a7-47cb-83f1-a24a69e56802.jpg,84
b16cf212-2823-4853-8178-e40a80284055.jpg,85
3ba0ef56-eb25-4fcc-ba4e-ad4375e266e8.jpg,86
c2530836-717d-4677-acec-bf805bcc82b0.jpg,87
3f73f59e-2e45-4532-9389-eb979145d4bf.jpg,88
453e331d-94a3-4401-b4b7-dfd917699f20.jpg,89
94c12bfe-522c-448c-b5b1-156cec4d3589.jpg,90
f33776ea-d5be-4086-9a4d-8d4bdb4fe515.jpg,91
dc07089d-3118-43c1-87dd-23ca47abbdf8.jpg,92
567875d6-8ba1-4911-a36e-4d26d551e773.jpg,93
9108ec4d-e1bc-46ab-9341-cb5a76eb0afe.jpg,94
e15949d7-933d-42cb-8ab9-acc0820d9124.jpg,95
d40d5917-9b86-4589-a549-2111fc7daf0f.jpg,96
97909615-520c-4248-a78c-ed51d605fe27.jpg,97
9e65f579-f94f-49e4-aa0e-59e3c2b762f6.jpg,98
06a50c0c-42a1-4117-aa34-654ff02832ef.jpg,99
7ab7a0a7-99d8-4b50-be3c-5af88fa30b9a.jpg,100
092d8607-8e20-41ad-b2c4-df9285af196f.jpg,101
f5d3b19d-7215-4605-a659-de4ad5383b42.jpg,102
dd7b145e-96a5-488b-8fa7-ade7a6e9d6a3.jpg,103
a6ad0983-c77e-47c6-99c8-c866feb59adc.jpg,104
61a41faa-2087-4e4e-8af7-97168f41440b.jpg,105
89938e1a-6e60-476e-b47c-1a1a7eb69c0f.jpg,106
59aee44f-ef62-46b4-b593-4c910f858260.jpg,107
37037c6d-883b-43d1-8de9-c6d47f8aa309.jpg,108
f37c4863-87e2-4f6c-8627-794be4fd7354.jpg,109
ef778252-8742-4a51-acd9-c4b9e9c10af1.jpg,110
88debbd7-65ef-4fe6-b1d2-0f941f845819.jpg,111
8187f8ee-798f-4fdf-b29d-572aa53e3cd2.jpg,112
